maxSpeed,minGap,accel,decel,y_flow,y_speed,distance
25.0,2.5,2.6,4.5,1853.9353378378376,12.747027027027027,0.0
21.47400713026668,1.3385179976441457,4.5336885471633135,5.5194863348248,1783.7727272727273,21.129545454545454,70.66157751210373
15.154604788438512,4.17311873937012,7.1974496011598745,0.6050785959849276,1778.6854545454544,14.51318181818182,75.270606735057
24.81092384205749,7.453837674438633,9.01038620560286,2.0860532925199564,1790.8718181818185,24.01704545454545,64.06263206239447
40.728587298277404,0.6356012766873308,6.904781772170431,6.675052124058329,1810.6363636363642,38.56954545454546,50.414319640747344
30.682572175266127,5.6329997618419405,8.036640412099402,8.195526301751617,1793.5288636363634,30.02295454545454,62.82833594068321
41.08699866486951,3.9695676673433087,2.448966236102481,6.5122993063536905,1801.1331818181818,39.13068181818183,59.026815266139145
27.88698558957304,8.472081843219861,8.756179110046125,6.47385251248873,1789.909090909091,27.13409090909093,65.62276969869106
36.908590786772336,3.0054853024135637,3.681700113024208,4.519607235120809,1801.1156818181814,36.05386363636364,57.733220027719824
25.032228016363828,3.102703586962899,4.81959661306354,3.832190929110568,1788.8050000000005,24.59454545454545,66.19912839125024
9.9309067932086,2.2335336831077,0.8280694771478894,7.2662171762760766,1260.6,9.154666666666664,593.3462127460659
32.479807643525426,7.427129520223158,6.152816634696952,0.5789293073616628,1790.6856818181814,31.671818181818185,66.02019923369907
9.742391140835466,6.0213782132477,4.063398609167722,3.026690777197953,1759.4240909090909,9.447954545454547,94.56880920930115
8.292001422416623,5.151262162718613,0.6441123700635858,7.375473620217515,822.1304347826087,7.8488043478260865,1031.8165295023266
21.458554460793508,9.195630504340324,9.684164032904961,7.442390303586823,1789.923181818182,20.74204545454546,64.50950657028089
44.098777202468405,2.382615096023597,7.844813088127054,6.55469176078941,1808.5829545454544,39.618863636363635,52.71559800531638
36.22121631894085,0.41934954215066456,5.788543995740726,9.367679116364798,1799.4156818181814,35.42568181818182,59.04840620743289
25.829198546937985,1.4812535494742431,8.558100761977924,6.124492607374443,1786.666590909091,25.169090909090905,68.40608148734924
44.359941210366266,5.907771380955036,8.086329919148177,2.292653850561264,1792.3938636363634,39.279545454545456,67.01736775640556
30.20367296103927,0.11985927416720925,1.6657991538304802,5.2013516323768565,1792.196590909091,29.9684090909091,64.09562288114593
8.929209587167476,6.470388147678032,1.000450402296864,4.237800127514277,1756.7104545454545,8.861363636363642,97.30249899772923
18.677890885584823,1.8274817453215024,0.6931174159903948,6.357984785822247,1783.972727272727,18.55931818181818,70.20362957535319
9.954331366083435,0.53398174665108,4.413151923491824,6.410630010069808,1762.1490909090908,9.674772727272726,91.83764953300621
36.356311105181724,8.632266474977094,8.373350718905929,3.915394697369555,1789.9320454545452,35.105000000000004,67.79602046847161
29.14983158810133,2.243880454325684,5.972843740591108,8.351874371243941,1793.5731818181814,28.63318181818182,62.417624060756005
30.281355838939966,6.681509519814013,1.2794345135060927,0.984528810094388,1792.1970454545453,30.0025,64.10435315893848
